0.00000000000000e+00 1.000e+00
7.75525000171431e+05   inf
7.89905410612687e+05 1.854e-02
7.97515959315188e+05 9.635e-03
8.04040491972793e+05 8.181e-03
8.09717614968700e+05 7.061e-03
8.15124618684980e+05 6.678e-03
8.19813199926485e+05 5.752e-03
8.23536216936776e+05 4.541e-03
8.27014360860733e+05 4.223e-03
8.30238896638219e+05 3.899e-03
8.33498780780256e+05 3.926e-03
8.36183164194535e+05 3.221e-03
8.38673961573529e+05 2.979e-03
8.40785192114042e+05 2.517e-03
8.42703304518843e+05 2.281e-03
8.44478383441078e+05 2.106e-03
8.46190085041853e+05 2.027e-03
8.47644892510554e+05 1.719e-03
8.49106343357509e+05 1.724e-03
8.50360079040567e+05 1.477e-03
